Path ID,ADV,,,,Origin,Destination,ADV
43-16,18.31,,,,43,16,18.31
114-17,54.19,,,,114,17,54.19
70-106,371.05,,,,70,106,371.05
145-76,5.68,,,,145,76,5.68
191-179,79.41,,,,191,179,79.41
103-3118,42.42,,,,103,3118,42.42
40-116,2.17,,,,40,116,2.17
146-179,17.92,,,,146,179,17.92
131-66,20.61,,,,131,66,20.61
31-156,31.21,,,,31,156,31.21
29-156,44.84,,,,29,156,44.84
20-25,3.79,,,,20,25,3.79
103-28,33.73,,,,103,28,33.73
115-11,19.69,,,,115,11,19.69
26-114,32.75,,,,26,114,32.75
149-3114,1.27,,,,149,3114,1.27
26-3065,9.35,,,,26,3065,9.35
181-3071,262.3,,,,181,3071,262.3
181-106,207.95,,,,181,106,207.95
29-28,133.35,,,,29,28,133.35
152-81,51.3,,,,152,81,51.3
108-190,45.73,,,,108,190,45.73
152-191,71.71,,,,152,191,71.71
116-145,4.85,,,,116,145,4.85
35-117,2.64,,,,35,117,2.64
171-129,10.17,,,,171,129,10.17
43787,8.13,,,,43787,,8.13
122-31,309.8,,,,122,31,309.8
122-69,90.11,,,,122,69,90.11
75-21,46.17,,,,75,21,46.17
145-3102,5.96,,,,145,3102,5.96
35-150,5.28,,,,35,150,5.28
100-107,98.61,,,,100,107,98.61
129-3024,9.19,,,,129,3024,9.19
179-136,1.87,,,,179,136,1.87
135-24,11.2,,,,135,24,11.2
127-129,93.33,,,,127,129,93.33
110-194,33.67,,,,110,194,33.67
114-116,14.61,,,,114,116,14.61
115-177,18.22,,,,115,177,18.22
34-70,12.45,,,,34,70,12.45
81-3101,714.82,,,,81,3101,714.82
190-37,3.75,,,,190,37,3.75
43-3118,2.05,,,,43,3118,2.05
18-115,15.03,,,,18,115,15.03
194-158,16.65,,,,194,158,16.65
74-115,70.63,,,,74,115,70.63
194-3114,21.23,,,,194,3114,21.23
194-115,122.61,,,,194,115,122.61
35-127,2.26,,,,35,127,2.26
185-193,110.23,,,,185,193,110.23
156-25,1.38,,,,156,25,1.38
145-24,7.21,,,,145,24,7.21
107-185,26.38,,,,107,185,26.38
107-131,3.23,,,,107,131,3.23
177-76,7.11,,,,177,76,7.11
44-176,14.16,,,,44,176,14.16
177-193,4.21,,,,177,193,4.21
176-3071,1376.41,,,,176,3071,1376.41
104-54,17.3,,,,104,54,17.3
131-136,50.28,,,,131,136,50.28
70-131,35.38,,,,70,131,35.38
66-88,28.08,,,,66,88,28.08
192-150,42.49,,,,192,150,42.49
166-107,2.21,,,,166,107,2.21
130-110,7.57,,,,130,110,7.57
107-17,5.23,,,,107,17,5.23
17-75,16.48,,,,17,75,16.48
28-3117,28.93,,,,28,3117,28.93
20-194,26.58,,,,20,194,26.58
43-145,4.6,,,,43,145,4.6
40-149,7,,,,40,149,7
81-156,165.56,,,,81,156,165.56
179-142,29.29,,,,179,142,29.29
146-64,37.38,,,,146,64,37.38
193-60,5.38,,,,193,60,5.38
150-104,16.17,,,,150,104,16.17
191-110,24.49,,,,191,110,24.49
185-181,477.48,,,,185,181,477.48
179-21,20.72,,,,179,21,20.72
43-117,4.04,,,,43,117,4.04
103-130,27.79,,,,103,130,27.79
114-34,13.36,,,,114,34,13.36
34-136,2.96,,,,34,136,2.96
68-192,19.94,,,,68,192,19.94
81-70,542.36,,,,81,70,542.36
131-88,34.36,,,,131,88,34.36
111-29,6.99,,,,111,29,6.99
29-81,70.19,,,,29,81,70.19
29-41,37.87,,,,29,41,37.87
64-21,136.37,,,,64,21,136.37
108-181,50.49,,,,108,181,50.49
17-43,64.76,,,,17,43,64.76
136-43,3.09,,,,136,43,3.09
31-125,41.48,,,,31,125,41.48
26-60,5.89,,,,26,60,5.89
66-3081,35.23,,,,66,3081,35.23
11-185,30.7,,,,11,185,30.7
34-43,9.58,,,,34,43,9.58
179-3101,19.02,,,,179,3101,19.02
179-194,27.9,,,,179,194,27.9
74-176,79.07,,,,74,176,79.07
86-139,48.52,,,,86,139,48.52
193-106,14.64,,,,193,106,14.64
69-17,20.35,,,,69,17,20.35
158-76,0.74,,,,158,76,0.74
129-60,3.05,,,,129,60,3.05
117-136,18.24,,,,117,136,18.24
135-131,22.94,,,,135,131,22.94
136-17,4.46,,,,136,17,4.46
108-60,7.76,,,,108,60,7.76
129-40,7.49,,,,129,40,7.49
17-156,9.27,,,,17,156,9.27
181-156,537.18,,,,181,156,537.18
66-156,22.6,,,,66,156,22.6
86-146,78.43,,,,86,146,78.43
115-85,53.23,,,,115,85,53.23
69-193,9.25,,,,69,193,9.25
20-3114,3.55,,,,20,3114,3.55
69-107,20.32,,,,69,107,20.32
131-117,8.91,,,,131,117,8.91
104-185,51.29,,,,104,185,51.29
149-131,15.95,,,,149,131,15.95
171-85,153.15,,,,171,85,153.15
190-100,22.6,,,,190,100,22.6
41-31,59.56,,,,41,31,59.56
69-165,3.77,,,,69,165,3.77
111-149,5.17,,,,111,149,5.17
69-106,61.42,,,,69,106,61.42
129-176,20.38,,,,129,176,20.38
179-3112,21.05,,,,179,3112,21.05
156-31,33.99,,,,156,31,33.99
171-158,27.13,,,,171,158,27.13
149-146,8.07,,,,149,146,8.07
139-43,3.2,,,,139,43,3.2
139-66,7.03,,,,139,66,7.03
103-21,40.11,,,,103,21,40.11
115-136,9.05,,,,115,136,9.05
21-3081,6.34,,,,21,3081,6.34
103-27,2.13,,,,103,27,2.13
74-3114,3.78,,,,74,3114,3.78
43-11,9.59,,,,43,11,9.59
21-3102,22.11,,,,21,3102,22.11
69-37,4.29,,,,69,37,4.29
100-176,176.69,,,,100,176,176.69
117-131,19.71,,,,117,131,19.71
115-44,10.32,,,,115,44,10.32
177-107,21.83,,,,177,107,21.83
111-11,7.08,,,,111,11,7.08
86-129,43.09,,,,86,129,43.09
24-11,346.1,,,,24,11,346.1
104-181,54.73,,,,104,181,54.73
17-85,14.14,,,,17,85,14.14
181-193,358.81,,,,181,193,358.81
70-43,62.56,,,,70,43,62.56
115-108,80.85,,,,115,108,80.85
26-190,10.29,,,,26,190,10.29
131-171,19.69,,,,131,171,19.69
17-40,55.2,,,,17,40,55.2
177-185,38.13,,,,177,185,38.13
31-75,44.02,,,,31,75,44.02
194-29,78.53,,,,194,29,78.53
114-3065,25.51,,,,114,3065,25.51
125-3081,10.34,,,,125,3081,10.34
193-47,1.02,,,,193,47,1.02
166-136,5.15,,,,166,136,5.15
35-135,3.04,,,,35,135,3.04
74-117,35.76,,,,74,117,35.76
142-16,47.18,,,,142,16,47.18
136-179,0.55,,,,136,179,0.55
16-68,59.73,,,,16,68,59.73
75-3024,8.63,,,,75,3024,8.63
145-131,19.58,,,,145,131,19.58
158-3024,1.2,,,,158,3024,1.2
86-193,93.76,,,,86,193,93.76
125-3071,32.3,,,,125,3071,32.3
171-34,21.88,,,,171,34,21.88
125-149,14.43,,,,125,149,14.43
44-43,27.51,,,,44,43,27.51
103-179,30.02,,,,103,179,30.02
20-142,66.99,,,,20,142,66.99
131-47,2.65,,,,131,47,2.65
29-117,34.82,,,,29,117,34.82
114-158,8.23,,,,114,158,8.23
69-110,6.38,,,,69,110,6.38
192-88,50.41,,,,192,88,50.41
130-166,4.23,,,,130,166,4.23
31-29,248.31,,,,31,29,248.31
114-20,22.42,,,,114,20,22.42
40-194,18.86,,,,40,194,18.86
191-146,28.84,,,,191,146,28.84
114-193,8.34,,,,114,193,8.34
185-66,270.82,,,,185,66,270.82
139-68,14.82,,,,139,68,14.82
24-108,58.09,,,,24,108,58.09
107-24,9.45,,,,107,24,9.45
106-17,10.09,,,,106,17,10.09
111-74,7.28,,,,111,74,7.28
74-3065,6.67,,,,74,3065,6.67
64-111,49.57,,,,64,111,49.57
191-156,195.8,,,,191,156,195.8
26238,8.68,,,,26238,,8.68
179-3117,36.64,,,,179,3117,36.64
24-16,294.04,,,,24,16,294.04
41-47,8.57,,,,41,47,8.57
17-176,40.12,,,,17,176,40.12
127-43,69.87,,,,127,43,69.87
40-3118,18.28,,,,40,3118,18.28
108-130,34.89,,,,108,130,34.89
103-76,82.66,,,,103,76,82.66
190-31,28.42,,,,190,31,28.42
129-117,21.75,,,,129,117,21.75
85-34,126.84,,,,85,34,126.84
37-136,0.67,,,,37,136,0.67
110-104,24.25,,,,110,104,24.25
64-3101,82.74,,,,64,3101,82.74
181-104,381.67,,,,181,104,381.67
122-150,67.57,,,,122,150,67.57
127-11,84.66,,,,127,11,84.66
103-127,33.82,,,,103,127,33.82
21-103,46.75,,,,21,103,46.75
108-68,48.35,,,,108,68,48.35
86-3024,38.22,,,,86,3024,38.22
43-149,1.31,,,,43,149,1.31
35-41,7.32,,,,35,41,7.32
54-66,20.05,,,,54,66,20.05
149-3112,2.89,,,,149,3112,2.89
75-117,37.8,,,,75,117,37.8
34-3112,2.07,,,,34,3112,2.07
136-18,4.59,,,,136,18,4.59
106-150,27.38,,,,106,150,27.38
111-68,24.62,,,,111,68,24.62
31-3024,116.48,,,,31,3024,116.48
66-16,39.66,,,,66,16,39.66
166-88,12.01,,,,166,88,12.01
60-35,74.31,,,,60,35,74.31
11-146,33.01,,,,11,146,33.01
41-29,18.48,,,,41,29,18.48
54-104,3.61,,,,54,104,3.61
60-3065,16.72,,,,60,3065,16.72
146-21,26.24,,,,146,21,26.24
37-192,1.69,,,,37,192,1.69
44-181,4.21,,,,44,181,4.21
70-146,130.6,,,,70,146,130.6
18-74,14.41,,,,18,74,14.41
43-104,2.83,,,,43,104,2.83
135-100,28.02,,,,135,100,28.02
81-100,381.94,,,,81,100,381.94
88-3117,1118.38,,,,88,3117,1118.38
146-111,16.93,,,,146,111,16.93
44-177,3.42,,,,44,177,3.42
21-106,13.98,,,,21,106,13.98
185-28,1249.25,,,,185,28,1249.25
21-139,7.79,,,,21,139,7.79
130-108,47.19,,,,130,108,47.19
117-26,48.94,,,,117,26,48.94
129-17,58.75,,,,129,17,58.75
114-179,8.57,,,,114,179,8.57
146-44,7.62,,,,146,44,7.62
75-60,4.32,,,,75,60,4.32
29-149,20.54,,,,29,149,20.54
64-142,79.31,,,,64,142,79.31
100-81,79.06,,,,100,81,79.06
158-21,0.83,,,,158,21,0.83
114-171,9.37,,,,114,171,9.37
35-107,1,,,,35,107,1
74-86,244.91,,,,74,86,244.91
11-192,41.8,,,,11,192,41.8
54-185,36.23,,,,54,185,36.23
156-106,24.96,,,,156,106,24.96
24-191,83.73,,,,24,191,83.73
117-149,20.08,,,,117,149,20.08
16-81,68.18,,,,16,81,68.18
166-193,6.12,,,,166,193,6.12
125-194,60.56,,,,125,194,60.56
181-16,323.71,,,,181,16,323.71
136-139,11.36,,,,136,139,11.36
21-3071,15.58,,,,21,3071,15.58
193-166,24.01,,,,193,166,24.01
54-110,3.98,,,,54,110,3.98
185-166,110.88,,,,185,166,110.88
156-20,40.4,,,,156,20,40.4
47-40,1.38,,,,47,40,1.38
68-191,47.28,,,,68,191,47.28
34-20,16.16,,,,34,20,16.16
44-156,3.95,,,,44,156,3.95
192-114,28.78,,,,192,114,28.78
116-185,80.83,,,,116,185,80.83
194-139,32.61,,,,194,139,32.61
192-130,7.5,,,,192,130,7.5
47-88,0.7,,,,47,88,0.7
44-104,4.07,,,,44,104,4.07
54-70,36.56,,,,54,70,36.56
194-24,58.76,,,,194,24,58.76
111-156,3.73,,,,111,156,3.73
146-16,37.06,,,,146,16,37.06
28-179,17.36,,,,28,179,17.36
191-11,49.08,,,,191,11,49.08
88-3071,564.54,,,,88,3071,564.54
117-88,113.71,,,,117,88,113.71
41-3117,12.87,,,,41,3117,12.87
110-156,9.17,,,,110,156,9.17
86-149,40.05,,,,86,149,40.05
103-166,11.67,,,,103,166,11.67
70-26,97.43,,,,70,26,97.43
193-111,3.37,,,,193,111,3.37
21-165,5.32,,,,21,165,5.32
149-127,7.19,,,,149,127,7.19
35-18,12.49,,,,35,18,12.49
28-177,9.68,,,,28,177,9.68
31-3114,10.54,,,,31,3114,10.54
64-68,332.55,,,,64,68,332.55
177-142,27.58,,,,177,142,27.58
156-27,0.71,,,,156,27,0.71
108-34,8.8,,,,108,34,8.8
146-106,23.62,,,,146,106,23.62
103-106,60.95,,,,103,106,60.95
191-64,61.17,,,,191,64,61.17
20-17,95.71,,,,20,17,95.71
17-185,16.66,,,,17,185,16.66
75-43,11.28,,,,75,43,11.28
43793,154.03,,,,43793,,154.03
43-3081,1.28,,,,43,3081,1.28
17-171,8.27,,,,17,171,8.27
176-150,1254.92,,,,176,150,1254.92
131-76,14.06,,,,131,76,14.06
104-145,22.98,,,,104,145,22.98
64-181,174.03,,,,64,181,174.03
47-115,1.28,,,,47,115,1.28
43-3065,0.59,,,,43,3065,0.59
158-131,1.17,,,,158,131,1.17
70-149,85.63,,,,70,149,85.63
74-3024,19.04,,,,74,3024,19.04
111-3112,24.62,,,,111,3112,24.62
88-125,323.96,,,,88,125,323.96
116-194,33.25,,,,116,194,33.25
135-76,26.29,,,,135,76,26.29
106-142,39.72,,,,106,142,39.72
104-64,47.38,,,,104,64,47.38
145-68,18.8,,,,145,68,18.8
176-16,463.18,,,,176,16,463.18
110-3101,34.24,,,,110,3101,34.24
191-176,199.05,,,,191,176,199.05
192-179,7.87,,,,192,179,7.87
125-145,14.99,,,,125,145,14.99
194-31,87.78,,,,194,31,87.78
131-21,15.72,,,,131,21,15.72
66-114,15.63,,,,66,114,15.63
185-146,282.86,,,,185,146,282.86
64-177,25.12,,,,64,177,25.12
130-145,82.93,,,,130,145,82.93
139-3117,1.99,,,,139,3117,1.99
146-107,8.25,,,,146,107,8.25
176-31,846.4,,,,176,31,846.4
17-146,9.72,,,,17,146,9.72
127-54,54.12,,,,127,54,54.12
193-75,23.63,,,,193,75,23.63
125-18,9.5,,,,125,18,9.5
88-177,159.17,,,,88,177,159.17
64-125,41.39,,,,64,125,41.39
74-3081,39.8,,,,74,3081,39.8
34-107,4.87,,,,34,107,4.87
156-64,66.49,,,,156,64,66.49
190-26,7.17,,,,190,26,7.17
28-130,37.53,,,,28,130,37.53
122-116,26.2,,,,122,116,26.2
88-181,762.23,,,,88,181,762.23
86-166,94.73,,,,86,166,94.73
104-129,7.97,,,,104,129,7.97
166-142,34.21,,,,166,142,34.21
107-115,19.78,,,,107,115,19.78
130-41,5.23,,,,130,41,5.23
129-130,11.43,,,,129,130,11.43
11-191,23.13,,,,11,191,23.13
85-81,335.07,,,,85,81,335.07
86-103,153.78,,,,86,103,153.78
81-17,443.22,,,,81,17,443.22
191-193,88.73,,,,191,193,88.73
176-20,239.33,,,,176,20,239.33
85-40,81.65,,,,85,40,81.65
68-18,49.96,,,,68,18,49.96
192-103,17.65,,,,192,103,17.65
75-116,7.48,,,,75,116,7.48
176-193,745.83,,,,176,193,745.83
40-3071,13.86,,,,40,3071,13.86
43-129,2.81,,,,43,129,2.81
131-193,6.55,,,,131,193,6.55
16-47,3.2,,,,16,47,3.2
18-100,69.25,,,,18,100,69.25
35-3024,4,,,,35,3024,4
194-129,18.76,,,,194,129,18.76
131-24,9.96,,,,131,24,9.96
107-3102,12.01,,,,107,3102,12.01
76-135,7.86,,,,76,135,7.86
139-18,5.8,,,,139,18,5.8
60-26,168.27,,,,60,26,168.27
76-18,18.88,,,,76,18,18.88
31-18,215.4,,,,31,18,215.4
107-28,7.35,,,,107,28,7.35
190-103,25.55,,,,190,103,25.55
146-70,54.88,,,,146,70,54.88
152-185,88.47,,,,152,185,88.47
181-3024,211.43,,,,181,3024,211.43
127-31,239.1,,,,127,31,239.1
135-149,14.18,,,,135,149,14.18
115-135,10.66,,,,115,135,10.66
44-3024,3.88,,,,44,3024,3.88
145-3081,5.13,,,,145,3081,5.13
70-40,49.35,,,,70,40,49.35
34-81,13.63,,,,34,81,13.63
117-135,30.31,,,,117,135,30.31
31-69,66.78,,,,31,69,66.78
20-130,10.55,,,,20,130,10.55
24-27,17.77,,,,24,27,17.77
64-158,4.47,,,,64,158,4.47
179-75,11.67,,,,179,75,11.67
129-41,16.48,,,,129,41,16.48
54-64,26.16,,,,54,64,26.16
171-3114,6.08,,,,171,3114,6.08
110-75,18.57,,,,110,75,18.57
66-130,18.02,,,,66,130,18.02
171-68,85.75,,,,171,68,85.75
76-68,39.89,,,,76,68,39.89
21-88,30.55,,,,21,88,30.55
146-86,38.7,,,,146,86,38.7
68-104,22.93,,,,68,104,22.93
130-111,5.3,,,,130,111,5.3
181-190,874.84,,,,181,190,874.84
81-106,334.67,,,,81,106,334.67
127-127,425.61,,,,127,127,425.61
70-166,121.77,,,,70,166,121.77
64-129,34.9,,,,64,129,34.9
75-181,45.56,,,,75,181,45.56
110-179,9.76,,,,110,179,9.76
129-21,55.97,,,,129,21,55.97
179-40,4.23,,,,179,40,4.23
70-16,157.61,,,,70,16,157.61
146-35,7.32,,,,146,35,7.32
74-17,21.59,,,,74,17,21.59
103-163,2.57,,,,103,163,2.57
76-34,6.82,,,,76,34,6.82
37-185,31.21,,,,37,185,31.21
142-166,50.48,,,,142,166,50.48
20-136,13.31,,,,20,136,13.31
149-100,19.38,,,,149,100,19.38
181-43,300.48,,,,181,43,300.48
81-111,45.55,,,,81,111,45.55
54-54,54.7,,,,54,54,54.7
117-60,13.62,,,,117,60,13.62
41-122,22.79,,,,41,122,22.79
152-179,32.61,,,,152,179,32.61
139-3081,1.64,,,,139,3081,1.64
18-3071,14.87,,,,18,3071,14.87
176-54,235.46,,,,176,54,235.46
127-177,196.84,,,,127,177,196.84
139-26,3.03,,,,139,26,3.03
60-166,1.91,,,,60,166,1.91
156-177,51.19,,,,156,177,51.19
66-116,9.8,,,,66,116,9.8
107-3081,7.1,,,,107,3081,7.1
41-192,8.67,,,,41,192,8.67
74-3112,36.69,,,,74,3112,36.69
41-136,2.44,,,,41,136,2.44
116-41,4.33,,,,116,41,4.33
40-85,48.94,,,,40,85,48.94
131-158,3.32,,,,131,158,3.32
107-150,8.57,,,,107,150,8.57
193-127,4.9,,,,193,127,4.9
130-181,28.4,,,,130,181,28.4
106-31,14.99,,,,106,31,14.99
31-20,203.36,,,,31,20,203.36
26-18,42.46,,,,26,18,42.46
24-44,51.16,,,,24,44,51.16
171-114,57.9,,,,171,114,57.9
29-171,26.13,,,,29,171,26.13
135-127,36.71,,,,135,127,36.71
185-47,90.26,,,,185,47,90.26
192-29,37.75,,,,192,29,37.75
142-3117,25.23,,,,142,3117,25.23
27-194,0.6,,,,27,194,0.6
18-85,40.5,,,,18,85,40.5
166-54,9.03,,,,166,54,9.03
194-25,5.55,,,,194,25,5.55
40-114,6.71,,,,40,114,6.71
76-20,19.92,,,,76,20,19.92
110-190,15.07,,,,110,190,15.07
41-3114,1.11,,,,41,3114,1.11
100-85,229.63,,,,100,85,229.63
74-129,11.44,,,,74,129,11.44
181-158,230.1,,,,181,158,230.1
100-185,159.48,,,,100,185,159.48
135-117,26.66,,,,135,117,26.66
100-181,30,,,,100,181,30
103-3024,16.51,,,,103,3024,16.51
18-21,70.72,,,,18,21,70.72
116-21,17.86,,,,116,21,17.86
171-64,207.93,,,,171,64,207.93
100-44,4.01,,,,100,44,4.01
64-17,215.5,,,,64,17,215.5
34-114,3.42,,,,34,114,3.42
139-171,7.07,,,,139,171,7.07
20-29,46.06,,,,20,29,46.06
181-44,209.8,,,,181,44,209.8
75-88,143.1,,,,75,88,143.1
81-68,171.37,,,,81,68,171.37
17-66,48.25,,,,17,66,48.25
150-110,9.24,,,,150,110,9.24
64-3065,33.75,,,,64,3065,33.75
136-142,27.85,,,,136,142,27.85
104-176,58.49,,,,104,176,58.49
150-114,17.6,,,,150,114,17.6
69-21,30.02,,,,69,21,30.02
29-26,40.79,,,,29,26,40.79
16-44,16.58,,,,16,44,16.58
135-171,11.14,,,,135,171,11.14
179-104,10.4,,,,179,104,10.4
117-3117,55.14,,,,117,3117,55.14
34-146,3.58,,,,34,146,3.58
131-75,13.05,,,,131,75,13.05
18-131,6.18,,,,18,131,6.18
117-3024,20.64,,,,117,3024,20.64
150-24,52.6,,,,150,24,52.6
70-3071,428.63,,,,70,3071,428.63
135-130,36.2,,,,135,130,36.2
81-25,14.27,,,,81,25,14.27
145-3024,2.67,,,,145,3024,2.67
135-176,23.84,,,,135,176,23.84
146-47,1.88,,,,146,47,1.88
107-156,5.7,,,,107,156,5.7
191-3112,45.58,,,,191,3112,45.58
129-37,4.35,,,,129,37,4.35
37-68,7.21,,,,37,68,7.21
70-122,570.1,,,,70,122,570.1
106-44,3.33,,,,106,44,3.33
31-117,63.63,,,,31,117,63.63
44-69,3.5,,,,44,69,3.5
166-18,8.94,,,,166,18,8.94
68-16,120.48,,,,68,16,120.48
26-31,75.92,,,,26,31,75.92
110-115,42.2,,,,110,115,42.2
166-3117,5.02,,,,166,3117,5.02
17-37,26.08,,,,17,37,26.08
111-24,15.33,,,,111,24,15.33
192-181,47.54,,,,192,181,47.54
179-130,10.27,,,,179,130,10.27
179-3071,16.54,,,,179,3071,16.54
127-25,1.9,,,,127,25,1.9
17-27,4.1,,,,17,27,4.1
114-166,9.24,,,,114,166,9.24
18-3024,19.11,,,,18,3024,19.11
18-156,24.83,,,,18,156,24.83
24-192,20.66,,,,24,192,20.66
70-35,38.94,,,,70,35,38.94
171-181,272.41,,,,171,181,272.41
81-150,530.26,,,,81,150,530.26
47-47,1.3,,,,47,47,1.3
150-27,1.44,,,,150,27,1.44
81-117,211.57,,,,81,117,211.57
34-179,2.55,,,,34,179,2.55
190-70,28.55,,,,190,70,28.55
34-150,8.5,,,,34,150,8.5
35-3112,2.35,,,,35,3112,2.35
192-44,2.03,,,,192,44,2.03
142-3112,31.83,,,,142,3112,31.83
35-44,7.46,,,,35,44,7.46
190-127,16.38,,,,190,127,16.38
76-150,40.61,,,,76,150,40.61
116-3112,47.13,,,,116,3112,47.13
176-44,188.11,,,,176,44,188.11
37-139,1.89,,,,37,139,1.89
158-192,1.06,,,,158,192,1.06
108-127,33.71,,,,108,127,33.71
44-150,3.71,,,,44,150,3.71
66-31,67.3,,,,66,31,67.3
104-165,9,,,,104,165,9
191-35,30.95,,,,191,35,30.95
108-115,54.3,,,,108,115,54.3
149-130,19.02,,,,149,130,19.02
142-44,34.93,,,,142,44,34.93
146-41,6.54,,,,146,41,6.54
66-66,55.36,,,,66,66,55.36
24-125,24.66,,,,24,125,24.66
24-3071,27.99,,,,24,3071,27.99
21-68,30.49,,,,21,68,30.49
75-34,4.7,,,,75,34,4.7
158-145,0.57,,,,158,145,0.57
135-47,3.23,,,,135,47,3.23
103-165,4.93,,,,103,165,4.93
75-24,21.3,,,,75,24,21.3
117-146,15.81,,,,117,146,15.81
190-163,7.37,,,,190,163,7.37
125-3065,28.58,,,,125,3065,28.58
190-64,23.87,,,,190,64,23.87
104-114,18.04,,,,104,114,18.04
26-165,10.84,,,,26,165,10.84
75-70,129.99,,,,75,70,129.99
20-110,30.54,,,,20,110,30.54
70-3114,57.53,,,,70,3114,57.53
34-135,7.34,,,,34,135,7.34
68-145,34.6,,,,68,145,34.6
86-135,73.68,,,,86,135,73.68
70-47,6.04,,,,70,47,6.04
190-152,23.95,,,,190,152,23.95
76-177,8.95,,,,76,177,8.95
176-191,1353.78,,,,176,191,1353.78
127-3065,26.69,,,,127,3065,26.69
100-136,3.13,,,,100,136,3.13
69-108,21.28,,,,69,108,21.28
18-88,59.86,,,,18,88,59.86
158-18,0.81,,,,158,18,0.81
176-165,163.28,,,,176,165,163.28
24-107,49.91,,,,24,107,49.91
115-139,16.46,,,,115,139,16.46
11-108,29.52,,,,11,108,29.52
114-16,26.16,,,,114,16,26.16
60-76,23.54,,,,60,76,23.54
37-106,3.96,,,,37,106,3.96
149-29,2.02,,,,149,29,2.02
60-88,42.47,,,,60,88,42.47
100-146,27.69,,,,100,146,27.69
127-190,154.57,,,,127,190,154.57
156-21,58.98,,,,156,21,58.98
171-18,65.06,,,,171,18,65.06
40-41,42.99,,,,40,41,42.99
40-139,6.31,,,,40,139,6.31
193-21,16.1,,,,193,21,16.1
108-25,1.26,,,,108,25,1.26
193-108,17.56,,,,193,108,17.56
11-136,12.83,,,,11,136,12.83
107-193,2.2,,,,107,193,2.2
156-125,29.3,,,,156,125,29.3
29-3114,2.01,,,,29,3114,2.01
20-81,67.94,,,,20,81,67.94
127-146,135.17,,,,127,146,135.17
41-171,5.99,,,,41,171,5.99
31-111,13.51,,,,31,111,13.51
68-125,57.71,,,,68,125,57.71
158-108,0.69,,,,158,108,0.69
43-60,2.12,,,,43,60,2.12
111-108,21.14,,,,111,108,21.14
104-44,11.47,,,,104,44,11.47
74-76,70.9,,,,74,76,70.9
43-136,0.88,,,,43,136,0.88
103-135,13.6,,,,103,135,13.6
43-108,6.95,,,,43,108,6.95
68-103,78.33,,,,68,103,78.33
116-100,60.87,,,,116,100,60.87
166-191,12.5,,,,166,191,12.5
66-3071,45.54,,,,66,3071,45.54
17-177,2.9,,,,17,177,2.9
116-3071,33.27,,,,116,3071,33.27
106-191,14.99,,,,106,191,14.99
16-125,20.87,,,,16,125,20.87
149-3081,1.42,,,,149,3081,1.42
11-166,25.84,,,,11,166,25.84
29-193,17.6,,,,29,193,17.6
125-110,4.07,,,,125,110,4.07
21-171,5.25,,,,21,171,5.25
149-165,3.48,,,,149,165,3.48
81-41,92.47,,,,81,41,92.47
29-190,34.04,,,,29,190,34.04
122-111,97.66,,,,122,111,97.66
68-106,37.29,,,,68,106,37.29
81-74,244.49,,,,81,74,244.49
193-40,4.45,,,,193,40,4.45
26-146,10.73,,,,26,146,10.73
66-107,25.42,,,,66,107,25.42
117-27,1.55,,,,117,27,1.55
66-64,71.49,,,,66,64,71.49
111-28,20.09,,,,111,28,20.09
116-40,2.86,,,,116,40,2.86
27-3101,1.03,,,,27,3101,1.03
26-81,27.47,,,,26,81,27.47
74-47,3.49,,,,74,47,3.49
136-60,0.55,,,,136,60,0.55
44-37,6.63,,,,44,37,6.63
129-43,8.54,,,,129,43,8.54
156-139,28.61,,,,156,139,28.61
107-3065,3.3,,,,107,3065,3.3
145-104,2.55,,,,145,104,2.55
21-64,42.62,,,,21,64,42.62
150-37,4.41,,,,150,37,4.41
179-145,8.06,,,,179,145,8.06
177-152,6.56,,,,177,152,6.56
149-179,1.15,,,,149,179,1.15
103-24,32.87,,,,103,24,32.87
111-54,2.59,,,,111,54,2.59
111-3117,23.29,,,,111,3117,23.29
139-145,12.91,,,,139,145,12.91
86-26,88.87,,,,86,26,88.87
26-135,6.56,,,,26,135,6.56
16-181,28.59,,,,16,181,28.59
37-156,3.53,,,,37,156,3.53
179-176,62.95,,,,179,176,62.95
166-115,6.72,,,,166,115,6.72
114-3114,41.61,,,,114,3114,41.61
150-150,332.96,,,,150,150,332.96
166-43,10.86,,,,166,43,10.86
136-41,1.06,,,,136,41,1.06
88-106,732.39,,,,88,106,732.39
44-125,3.69,,,,44,125,3.69
156-70,97.46,,,,156,70,97.46
18-64,70.51,,,,18,64,70.51
191-145,36.16,,,,191,145,36.16
31-100,77.37,,,,31,100,77.37
145-81,14.33,,,,145,81,14.33
176-108,721.3,,,,176,108,721.3
191-17,48.51,,,,191,17,48.51
103-122,57.02,,,,103,122,57.02
86-3118,53.77,,,,86,3118,53.77
139-185,15.84,,,,139,185,15.84
193-37,3.23,,,,193,37,3.23
24-34,56.69,,,,24,34,56.69
181-25,21.75,,,,181,25,21.75
139-125,6.8,,,,139,125,6.8
193-3065,2.12,,,,193,3065,2.12
54-139,6.02,,,,54,139,6.02
129-31,62.83,,,,129,31,62.83
194-28,133.98,,,,194,28,133.98
31-43,77.27,,,,31,43,77.27
179-3081,16.21,,,,179,3081,16.21
116-139,9.77,,,,116,139,9.77
17-125,3.61,,,,17,125,3.61
69-11,6.74,,,,69,11,6.74
193-142,25.62,,,,193,142,25.62
171-3112,128.48,,,,171,3112,128.48
24-185,104.62,,,,24,185,104.62
