Path ID,ADV,,,,Origin,Destination,ADV
40-142,16.02,,,,40,142,16.02
68-34,25.46,,,,68,34,25.46
181-179,445.01,,,,181,179,445.01
104-127,20.31,,,,104,127,20.31
136-117,5.68,,,,136,117,5.68
139-70,10.98,,,,139,70,10.98
191-166,83.7,,,,191,166,83.7
152-3081,28.73,,,,152,3081,28.73
108-110,30.19,,,,108,110,30.19
129-122,29.86,,,,129,122,29.86
150-25,0.52,,,,150,25,0.52
166-16,14.51,,,,166,16,14.51
176-3065,485.65,,,,176,3065,485.65
69-40,5.22,,,,69,40,5.22
116-88,26.75,,,,116,88,26.75
181-28,218.72,,,,181,28,218.72
103-41,16.27,,,,103,41,16.27
41-103,9.27,,,,41,103,9.27
85-110,120.59,,,,85,110,120.59
114-69,44.37,,,,114,69,44.37
129-135,7.56,,,,129,135,7.56
31-68,104.92,,,,31,68,104.92
179-37,3.75,,,,179,37,3.75
117-81,191.04,,,,117,81,191.04
26-179,8.95,,,,26,179,8.95
35-54,8.66,,,,35,54,8.66
85-44,129.44,,,,85,44,129.44
25-26,1.95,,,,25,26,1.95
115-149,21.57,,,,115,149,21.57
122-146,262.73,,,,122,146,262.73
125-131,14.93,,,,125,131,14.93
40-127,13.68,,,,40,127,13.68
139-3118,3.25,,,,139,3118,3.25
191-3065,9.25,,,,191,3065,9.25
103-35,3.39,,,,103,35,3.39
16-27,3.66,,,,16,27,3.66
29-165,25.11,,,,29,165,25.11
104-130,18.42,,,,104,130,18.42
177-145,7.74,,,,177,145,7.74
171-136,59.42,,,,171,136,59.42
76-41,13.9,,,,76,41,13.9
25873,50.72,,,,25873,,50.72
192-152,19.93,,,,192,152,19.93
69-64,44.75,,,,69,64,44.75
28-64,167.46,,,,28,64,167.46
127-76,327.92,,,,127,76,327.92
135-17,20.47,,,,135,17,20.47
16-149,6.4,,,,16,149,6.4
185-116,64.44,,,,185,116,64.44
43-37,7.64,,,,43,37,7.64
166-111,4.84,,,,166,111,4.84
166-104,6.54,,,,166,104,6.54
54-88,27.97,,,,54,88,27.97
68-3118,29.28,,,,68,3118,29.28
26-29,93.46,,,,26,29,93.46
24-3101,36.37,,,,24,3101,36.37
129-127,18.15,,,,129,127,18.15
20-27,3.1,,,,20,27,3.1
24-70,128.41,,,,24,70,128.41
150-108,23.42,,,,150,108,23.42
116-130,8.37,,,,116,130,8.37
125-20,15.42,,,,125,20,15.42
54-108,14.29,,,,54,108,14.29
145-110,2.83,,,,145,110,2.83
150-100,21.98,,,,150,100,21.98
158-66,1.19,,,,158,66,1.19
163-163,7.09,,,,163,163,7.09
64-74,35.56,,,,64,74,35.56
135-27,1,,,,135,27,1
28-116,14.69,,,,28,116,14.69
108-27,1.85,,,,108,27,1.85
116-3065,11.58,,,,116,3065,11.58
111-177,3.79,,,,111,177,3.79
68-35,24.8,,,,68,35,24.8
88-31,393.11,,,,88,31,393.11
100-191,119.25,,,,100,191,119.25
108-100,59.22,,,,108,100,59.22
130-3112,17.12,,,,130,3112,17.12
69-149,5.72,,,,69,149,5.72
60-171,8.95,,,,60,171,8.95
43-3112,1.99,,,,43,3112,1.99
191-171,113.39,,,,191,171,113.39
111-146,6.12,,,,111,146,6.12
114-3117,130,,,,114,3117,130
28-166,22.97,,,,28,166,22.97
114-149,17.01,,,,114,149,17.01
129-3102,7.64,,,,129,3102,7.64
185-130,243.73,,,,185,130,243.73
44-28,9.35,,,,44,28,9.35
171-163,34.37,,,,171,163,34.37
74-156,18.52,,,,74,156,18.52
68-25,4.85,,,,68,25,4.85
142-136,45.9,,,,142,136,45.9
76-166,13.24,,,,76,166,13.24
26-43,19.18,,,,26,43,19.18
70-114,444.4,,,,70,114,444.4
66-26,27.03,,,,66,26,27.03
34-60,1.76,,,,34,60,1.76
145-31,10.77,,,,145,31,10.77
68-3024,13.97,,,,68,3024,13.97
70-190,237.19,,,,70,190,237.19
54-156,11.09,,,,54,156,11.09
18-24,117.24,,,,18,24,117.24
115-166,15.8,,,,115,166,15.8
81-40,101,,,,81,40,101
125-37,10.5,,,,125,37,10.5
185-60,169.3,,,,185,60,169.3
75-142,46.5,,,,75,142,46.5
116-152,7.19,,,,116,152,7.19
29-3101,20.03,,,,29,3101,20.03
185-88,104.07,,,,185,88,104.07
86-75,102.63,,,,86,75,102.63
28-85,85.2,,,,28,85,85.2
37-81,7.72,,,,37,81,7.72
17-150,26.06,,,,17,150,26.06
17-69,25.48,,,,17,69,25.48
41-18,20.26,,,,41,18,20.26
75-110,19.76,,,,75,110,19.76
40-166,5.76,,,,40,166,5.76
152-193,21.77,,,,152,193,21.77
85-74,368.96,,,,85,74,368.96
11-149,25.81,,,,11,149,25.81
139-127,7.57,,,,139,127,7.57
37-54,44.35,,,,37,54,44.35
68-74,67.94,,,,68,74,67.94
146-29,25.2,,,,146,29,25.2
26-156,13.59,,,,26,156,13.59
131-104,14.56,,,,131,104,14.56
70-24,91.54,,,,70,24,91.54
29-127,43.34,,,,29,127,43.34
171-127,99.35,,,,171,127,99.35
130-3118,3.75,,,,130,3118,3.75
110-70,81,,,,110,70,81
131-17,15.99,,,,131,17,15.99
74-149,15.17,,,,74,149,15.17
43-131,5.98,,,,43,131,5.98
192-191,47.4,,,,192,191,47.4
17-3117,9.17,,,,17,3117,9.17
111-69,33.39,,,,111,69,33.39
81-103,349.88,,,,81,103,349.88
35-24,7.9,,,,35,24,7.9
75-41,5.76,,,,75,41,5.76
40-165,4.43,,,,40,165,4.43
24-88,72.68,,,,24,88,72.68
129-29,34.42,,,,129,29,34.42
64-139,45.67,,,,64,139,45.67
185-142,2015.2,,,,185,142,2015.2
179-74,24.41,,,,179,74,24.41
181-115,311.28,,,,181,115,311.28
122-171,70.46,,,,122,171,70.46
146-75,18.2,,,,146,75,18.2
75-130,21.62,,,,75,130,21.62
131-69,6.93,,,,131,69,6.93
116-86,50.05,,,,116,86,50.05
25-103,0.52,,,,25,103,0.52
110-86,78.99,,,,110,86,78.99
127-34,37.75,,,,127,34,37.75
139-176,35.83,,,,139,176,35.83
171-74,53.84,,,,171,74,53.84
181-111,78.62,,,,181,111,78.62
146-3102,9.96,,,,146,3102,9.96
163-166,1.38,,,,163,166,1.38
68-146,34.72,,,,68,146,34.72
43-115,6.92,,,,43,115,6.92
114-29,54.72,,,,114,29,54.72
16-20,103.93,,,,16,20,103.93
35-116,1.08,,,,35,116,1.08
125-107,23.12,,,,125,107,23.12
176-116,120.36,,,,176,116,120.36
66-29,60.98,,,,66,29,60.98
145-127,15.88,,,,145,127,15.88
156-3114,1.19,,,,156,3114,1.19
26-115,22.5,,,,26,115,22.5
150-192,45.27,,,,150,192,45.27
44-115,3.58,,,,44,115,3.58
171-43,43.68,,,,171,43,43.68
43786,8.28,,,,43786,,8.28
146-34,11.87,,,,146,34,11.87
181-69,177.8,,,,181,69,177.8
179-3065,3.41,,,,179,3065,3.41
68-176,98.83,,,,68,176,98.83
75-76,25.65,,,,75,76,25.65
142-146,233.11,,,,142,146,233.11
191-111,20.26,,,,191,111,20.26
24-18,334.59,,,,24,18,334.59
145-3114,1.05,,,,145,3114,1.05
31-25,6.51,,,,31,25,6.51
37-70,2.84,,,,37,70,2.84
142-185,162.38,,,,142,185,162.38
100-37,7.28,,,,100,37,7.28
54-194,22.17,,,,54,194,22.17
145-47,1.26,,,,145,47,1.26
190-3117,12.77,,,,190,3117,12.77
37-60,2.89,,,,37,60,2.89
130-66,21.55,,,,130,66,21.55
190-131,3.71,,,,190,131,3.71
110-3071,30.25,,,,110,3071,30.25
145-146,51.24,,,,145,146,51.24
66-181,67.05,,,,66,181,67.05
115-145,15.25,,,,115,145,15.25
131-40,7.46,,,,131,40,7.46
145-60,3.41,,,,145,60,3.41
34-3117,1.34,,,,34,3117,1.34
37-129,5.27,,,,37,129,5.27
85-17,725.57,,,,85,17,725.57
43793,4.81,,,,43793,,4.81
122-107,300.09,,,,122,107,300.09
17-20,150.91,,,,17,20,150.91
193-24,15.41,,,,193,24,15.41
116-177,5.58,,,,116,177,5.58
125-24,17.57,,,,125,24,17.57
191-127,78.85,,,,191,127,78.85
191-20,52.3,,,,191,20,52.3
177-41,5.01,,,,177,41,5.01
192-136,5.29,,,,192,136,5.29
60-185,18.01,,,,60,185,18.01
35-100,15.14,,,,35,100,15.14
185-37,361.44,,,,185,37,361.44
116-64,20.39,,,,116,64,20.39
70-142,255.01,,,,70,142,255.01
114-3071,36.46,,,,114,3071,36.46
41-185,9.28,,,,41,185,9.28
176-146,185.29,,,,176,146,185.29
194-176,394.89,,,,194,176,394.89
149-106,8.19,,,,149,106,8.19
16-76,27.89,,,,16,76,27.89
181-185,756.16,,,,181,185,756.16
114-115,98.68,,,,114,115,98.68
129-129,34.75,,,,129,129,34.75
181-100,408.55,,,,181,100,408.55
34-158,1.42,,,,34,158,1.42
142-29,56.07,,,,142,29,56.07
81-193,282.28,,,,81,193,282.28
149-37,4.24,,,,149,37,4.24
158-142,3.85,,,,158,142,3.85
106-108,40.47,,,,106,108,40.47
37-166,1.06,,,,37,166,1.06
158-60,1.49,,,,158,60,1.49
74-190,31.43,,,,74,190,31.43
81-3024,209.08,,,,81,3024,209.08
179-11,9.83,,,,179,11,9.83
193-150,49.86,,,,193,150,49.86
75-3065,4.05,,,,75,3065,4.05
156-130,31.99,,,,156,130,31.99
149-152,2.65,,,,149,152,2.65
26-117,32.2,,,,26,117,32.2
114-75,68.97,,,,114,75,68.97
74-125,51.88,,,,74,125,51.88
107-191,5.41,,,,107,191,5.41
135-28,36.09,,,,135,28,36.09
117-100,172.73,,,,117,100,172.73
70-20,110.62,,,,70,20,110.62
43-70,8.17,,,,43,70,8.17
37-18,6.77,,,,37,18,6.77
20-139,19.08,,,,20,139,19.08
86-3117,67.1,,,,86,3117,67.1
145-26,5.67,,,,145,26,5.67
27-88,1.28,,,,27,88,1.28
106-81,42.78,,,,106,81,42.78
100-152,44.79,,,,100,152,44.79
116-110,18.55,,,,116,110,18.55
44-107,3.87,,,,44,107,3.87
114-11,28.51,,,,114,11,28.51
142-88,160.37,,,,142,88,160.37
37-115,3.52,,,,37,115,3.52
31-16,184.4,,,,31,16,184.4
110-26,15.29,,,,110,26,15.29
145-74,5.51,,,,145,74,5.51
166-129,6.43,,,,166,129,6.43
103-114,139.4,,,,103,114,139.4
41-110,1,,,,41,110,1
106-104,15.61,,,,106,104,15.61
41-142,10.67,,,,41,142,10.67
158-111,0.86,,,,158,111,0.86
129-104,6.07,,,,129,104,6.07
18-37,8.36,,,,18,37,8.36
177-117,17.35,,,,177,117,17.35
25-122,0.72,,,,25,122,0.72
127-68,102.22,,,,127,68,102.22
136-3112,2.15,,,,136,3112,2.15
193-28,23.91,,,,193,28,23.91
34-85,7.82,,,,34,85,7.82
185-21,468.76,,,,185,21,468.76
142-18,38.74,,,,142,18,38.74
111-115,43.54,,,,111,115,43.54
190-146,5.51,,,,190,146,5.51
44-3117,5.64,,,,44,3117,5.64
179-17,21.2,,,,179,17,21.2
150-31,145.61,,,,150,31,145.61
20-11,46.74,,,,20,11,46.74
20-34,32.43,,,,20,34,32.43
86-88,303.58,,,,86,88,303.58
81-85,301.16,,,,81,85,301.16
146-68,30.86,,,,146,68,30.86
192-176,45.4,,,,192,176,45.4
136-181,10.39,,,,136,181,10.39
70-176,324.11,,,,70,176,324.11
127-41,53.39,,,,127,41,53.39
152-3071,22.23,,,,152,3071,22.23
149-129,3.81,,,,149,129,3.81
31-122,181.1,,,,31,122,181.1
40-40,29.31,,,,40,40,29.31
139-81,47.64,,,,139,81,47.64
11-125,18.56,,,,11,125,18.56
181-3101,1116.02,,,,181,3101,1116.02
31-115,56.02,,,,31,115,56.02
156-192,32.3,,,,156,192,32.3
26-104,8.83,,,,26,104,8.83
100-43,5.18,,,,100,43,5.18
37-135,2.11,,,,37,135,2.11
171-81,153.1,,,,171,81,153.1
41-165,2.46,,,,41,165,2.46
194-11,69.53,,,,194,11,69.53
125-117,21.93,,,,125,117,21.93
114-35,7.97,,,,114,35,7.97
40-158,1.19,,,,40,158,1.19
40-25,4.01,,,,40,25,4.01
76-127,62.19,,,,76,127,62.19
185-177,109.69,,,,185,177,109.69
86-179,59.99,,,,86,179,59.99
104-166,9.86,,,,104,166,9.86
115-181,149.85,,,,115,181,149.85
181-76,206.54,,,,181,76,206.54
150-34,14.54,,,,150,34,14.54
108-3118,41.25,,,,108,3118,41.25
156-29,37.35,,,,156,29,37.35
191-28,96.24,,,,191,28,96.24
16-116,11.45,,,,16,116,11.45
43-165,2.38,,,,43,165,2.38
122-75,142.3,,,,122,75,142.3
17-88,34.95,,,,17,88,34.95
192-156,18.26,,,,192,156,18.26
60-103,50.23,,,,60,103,50.23
194-64,90.46,,,,194,64,90.46
68-166,20.94,,,,68,166,20.94
115-110,42.92,,,,115,110,42.92
129-171,7.28,,,,129,171,7.28
88-21,192.97,,,,88,21,192.97
17-3102,17.95,,,,17,3102,17.95
129-142,47.17,,,,129,142,47.17
171-28,87.58,,,,171,28,87.58
16-117,42.3,,,,16,117,42.3
18-171,11.61,,,,18,171,11.61
88-191,301.66,,,,88,191,301.66
21-156,10.64,,,,21,156,10.64
35-185,12.46,,,,35,185,12.46
177-85,21.61,,,,177,85,21.61
111-86,99.76,,,,111,86,99.76
31-194,65.47,,,,31,194,65.47
156-81,115.8,,,,156,81,115.8
103-16,132.23,,,,103,16,132.23
125-28,27.53,,,,125,28,27.53
111-26,8.79,,,,111,26,8.79
35-88,4.45,,,,35,88,4.45
43-156,3.3,,,,43,156,3.3
185-3024,788.3,,,,185,3024,788.3
29-177,15.18,,,,29,177,15.18
185-103,164.01,,,,185,103,164.01
156-158,42.41,,,,156,158,42.41
194-130,42.54,,,,194,130,42.54
28-69,68.72,,,,28,69,68.72
81-3102,337.24,,,,81,3102,337.24
31-130,11.1,,,,31,130,11.1
156-28,55.93,,,,156,28,55.93
116-107,39.46,,,,116,107,39.46
17-3081,3.64,,,,17,3081,3.64
88-163,37.07,,,,88,163,37.07
177-3117,11.52,,,,177,3117,11.52
190-3024,6.29,,,,190,3024,6.29
131-129,23.43,,,,131,129,23.43
41-66,10.13,,,,41,66,10.13
150-70,71.54,,,,150,70,71.54
85-25,14.55,,,,85,25,14.55
21-116,14.64,,,,21,116,14.64
127-3081,217.26,,,,127,3081,217.26
68-156,95.26,,,,68,156,95.26
20-76,16.65,,,,20,76,16.65
44-179,5.94,,,,44,179,5.94
129-25,2.14,,,,129,25,2.14
41-145,5.36,,,,41,145,5.36
111-166,3.53,,,,111,166,3.53
76-115,53.81,,,,76,115,53.81
145-122,40.3,,,,145,122,40.3
130-158,3.63,,,,130,158,3.63
16-142,31.9,,,,16,142,31.9
43-100,9.62,,,,43,100,9.62
127-125,166.71,,,,127,125,166.71
116-60,4.12,,,,116,60,4.12
139-136,3.51,,,,139,136,3.51
131-111,10.67,,,,131,111,10.67
75-156,11.29,,,,75,156,11.29
88-60,74.61,,,,88,60,74.61
122-142,538.2,,,,122,142,538.2
28-40,68.55,,,,28,40,68.55
135-70,112.24,,,,135,70,112.24
114-135,27.72,,,,114,135,27.72
152-177,32.01,,,,152,177,32.01
171-191,228.11,,,,171,191,228.11
145-176,30.79,,,,145,176,30.79
131-125,8.54,,,,131,125,8.54
24412,32.55,,,,24412,,32.55
37-3112,1.5,,,,37,3112,1.5
176-110,80.17,,,,176,110,80.17
66-194,27.17,,,,66,194,27.17
37-176,9.45,,,,37,176,9.45
190-3114,2.03,,,,190,3114,2.03
158-74,1.19,,,,158,74,1.19
54-21,11.28,,,,54,21,11.28
145-3117,5.03,,,,145,3117,5.03
69-122,30.55,,,,69,122,30.55
152-86,22.22,,,,152,86,22.22
110-193,7.93,,,,110,193,7.93
149-85,8.83,,,,149,85,8.83
47-181,1.19,,,,47,181,1.19
35-11,7.03,,,,35,11,7.03
149-3102,2.89,,,,149,3102,2.89
125-3117,45.99,,,,125,3117,45.99
69-139,2.16,,,,69,139,2.16
18-185,18.27,,,,18,185,18.27
75-125,9.86,,,,75,125,9.86
127-115,688.9,,,,127,115,688.9
111-47,1.42,,,,111,47,1.42
88-37,74.35,,,,88,37,74.35
110-76,29.65,,,,110,76,29.65
136-176,13.37,,,,136,176,13.37
40-163,0.79,,,,40,163,0.79
75-158,2.21,,,,75,158,2.21
111-117,24.84,,,,111,117,24.84
26-150,15.3,,,,26,150,15.3
171-152,123.34,,,,171,152,123.34
145-139,18.63,,,,145,139,18.63
31-3102,70.16,,,,31,3102,70.16
152-166,68.84,,,,152,166,68.84
37-3071,3.79,,,,37,3071,3.79
26-20,58.92,,,,26,20,58.92
136-75,1.55,,,,136,75,1.55
185-129,188.34,,,,185,129,188.34
191-16,97.37,,,,191,16,97.37
171-3081,89.6,,,,171,3081,89.6
31-74,55.89,,,,31,74,55.89
111-107,36.46,,,,111,107,36.46
115-69,47.68,,,,115,69,47.68
185-24,223.99,,,,185,24,223.99
158-158,9.69,,,,158,158,9.69
185-11,264.72,,,,185,11,264.72
192-106,11.37,,,,192,106,11.37
85-3117,491.52,,,,85,3117,491.52
35-3118,2.49,,,,35,3118,2.49
28-146,31.8,,,,28,146,31.8
20-156,11.63,,,,20,156,11.63
156-145,31.22,,,,156,145,31.22
44-3114,1.02,,,,44,3114,1.02
135-16,54.35,,,,135,16,54.35
66-17,31.58,,,,66,17,31.58
106-3024,7.03,,,,106,3024,7.03
107-110,11.5,,,,107,110,11.5
166-31,33.49,,,,166,31,33.49
108-64,23.88,,,,108,64,23.88
31-64,131.59,,,,31,64,131.59
24-163,8.37,,,,24,163,8.37
190-3112,6.63,,,,190,3112,6.63
103-64,63.68,,,,103,64,63.68
192-47,0.51,,,,192,47,0.51
24-131,9.4,,,,24,131,9.4
193-29,23.15,,,,193,29,23.15
66-69,37.88,,,,66,69,37.88
149-192,2.08,,,,149,192,2.08
54-11,11.98,,,,54,11,11.98
88-29,396.19,,,,88,29,396.19
142-158,45.48,,,,142,158,45.48
194-3112,177.74,,,,194,3112,177.74
108-3117,47.33,,,,108,3117,47.33
166-127,5.43,,,,166,127,5.43
125-177,6.01,,,,125,177,6.01
176-149,682.59,,,,176,149,682.59
127-3118,120.17,,,,127,3118,120.17
108-54,17.43,,,,108,54,17.43
31-146,29.36,,,,31,146,29.36
192-54,14.75,,,,192,54,14.75
150-3118,41.74,,,,150,3118,41.74
20-108,19.6,,,,20,108,19.6
104-110,14.03,,,,104,110,14.03
111-165,3.08,,,,111,165,3.08
108-24,27.03,,,,108,24,27.03
135-31,52.43,,,,135,31,52.43
117-163,7.71,,,,117,163,7.71
111-176,86.41,,,,111,176,86.41
26-194,39.49,,,,26,194,39.49
31-139,21.98,,,,31,139,21.98
107-194,10.7,,,,107,194,10.7
131-127,15.08,,,,131,127,15.08
81-142,171.04,,,,81,142,171.04
28-139,15.92,,,,28,139,15.92
107-29,18.92,,,,107,29,18.92
28-111,8.38,,,,28,111,8.38
103-125,44.2,,,,103,125,44.2
166-149,6.14,,,,166,149,6.14
76-194,53.1,,,,76,194,53.1
152-88,54.88,,,,152,88,54.88
129-20,13.96,,,,129,20,13.96
193-145,11.23,,,,193,145,11.23
27699,39.63,,,,27699,,39.63
69-115,34.08,,,,69,115,34.08
145-130,67.09,,,,145,130,67.09
54-150,9.69,,,,54,150,9.69
135-25,4.43,,,,135,25,4.43
26-125,9.04,,,,26,125,9.04
100-117,123.57,,,,100,117,123.57
136-29,3.2,,,,136,29,3.2
18-47,1.4,,,,18,47,1.4
171-76,50.65,,,,171,76,50.65
68-75,68.45,,,,68,75,68.45
24-158,11.2,,,,24,158,11.2
104-116,3.29,,,,104,116,3.29
177-181,43.4,,,,177,181,43.4
193-129,4.15,,,,193,129,4.15
35-131,1.22,,,,35,131,1.22
177-69,9.64,,,,177,69,9.64
129-3118,9.73,,,,129,3118,9.73
16-21,74.84,,,,16,21,74.84
35-66,3.26,,,,35,66,3.26
86-43,75.94,,,,86,43,75.94
192-28,37.87,,,,192,28,37.87
142-104,18.31,,,,142,104,18.31
28065,24.74,,,,28065,,24.74
70-60,50.45,,,,70,60,50.45
43-194,14.24,,,,43,194,14.24
17-179,3.47,,,,17,179,3.47
139-54,4,,,,139,54,4
41-26,19.1,,,,41,26,19.1
107-43,3.62,,,,107,43,3.62
31-3065,24.01,,,,31,3065,24.01
127-35,64.9,,,,127,35,64.9
146-26,8.04,,,,146,26,8.04
20-44,22.6,,,,20,44,22.6
81-130,151.9,,,,81,130,151.9
44-29,5.78,,,,44,29,5.78
88-158,61.9,,,,88,158,61.9
70-193,108.64,,,,70,193,108.64
158-20,2.12,,,,158,20,2.12
171-115,95.81,,,,171,115,95.81
142-130,64.5,,,,142,130,64.5
81-127,192.14,,,,81,127,192.14
107-11,9.13,,,,107,11,9.13
27-21,1.09,,,,27,21,1.09
110-3118,12.41,,,,110,3118,12.41
29891,3.19,,,,29891,,3.19
43783,1.02,,,,43783,,1.02
28-3102,46.96,,,,28,3102,46.96
28-3081,9.62,,,,28,3081,9.62
117-158,10.52,,,,117,158,10.52
130-3101,20.84,,,,130,3101,20.84
70-44,26.5,,,,70,44,26.5
60-18,112.22,,,,60,18,112.22
171-165,71.94,,,,171,165,71.94
136-136,27.98,,,,136,136,27.98
74-150,46.51,,,,74,150,46.51
16-177,6.88,,,,16,177,6.88
103-75,49.1,,,,103,75,49.1
117-191,61.14,,,,117,191,61.14
130-20,13.87,,,,130,20,13.87
193-110,11.27,,,,193,110,11.27
166-3118,3.64,,,,166,3118,3.64
28-60,18.9,,,,28,60,18.9
37-31,16.2,,,,37,31,16.2
136-114,5.23,,,,136,114,5.23
24-3112,23.88,,,,24,3112,23.88
37-88,3.04,,,,37,88,3.04
69-88,47.39,,,,69,88,47.39
43-130,3.94,,,,43,130,3.94
117-152,23.99,,,,117,152,23.99
74-191,29.59,,,,74,191,29.59
149-76,4.32,,,,149,76,4.32
115-185,217.68,,,,115,185,217.68
70-21,450.45,,,,70,21,450.45
76-111,24.94,,,,76,111,24.94
29-24,72.08,,,,29,24,72.08
117-115,173.79,,,,117,115,173.79
31-129,17.5,,,,31,129,17.5
66-171,19.16,,,,66,171,19.16
177-88,38.7,,,,177,88,38.7
191-26,27.57,,,,191,26,27.57
110-66,13.24,,,,110,66,13.24
125-43,16.1,,,,125,43,16.1
192-34,4.08,,,,192,34,4.08
34-18,13.41,,,,34,18,13.41
177-149,13.21,,,,177,149,13.21
130-81,10.13,,,,130,81,10.13
26-107,16.65,,,,26,107,16.65
31352,87.1,,,,31352,,87.1
181-54,203.16,,,,181,54,203.16
193-3102,28.26,,,,193,3102,28.26
179-165,9.48,,,,179,165,9.48
145-114,4.56,,,,145,114,4.56
117-18,49.41,,,,117,18,49.41
76-75,38.24,,,,76,75,38.24
47-31,1.08,,,,47,31,1.08
75-149,10.03,,,,75,149,10.03
40-88,18.45,,,,40,88,18.45
40-3065,8.27,,,,40,3065,8.27
88-179,155.75,,,,88,179,155.75
130-142,181.35,,,,130,142,181.35
194-76,111.51,,,,194,76,111.51
104-179,27.38,,,,104,179,27.38
26-116,10.19,,,,26,116,10.19
158-122,1.44,,,,158,122,1.44
114-108,68.16,,,,114,108,68.16
171-171,273.9,,,,171,171,273.9
145-125,5.29,,,,145,125,5.29
44-135,3.22,,,,44,135,3.22
149-110,3.77,,,,149,110,3.77
11-117,62.91,,,,11,117,62.91
43-185,11.17,,,,43,185,11.17
69-29,19.55,,,,69,29,19.55
31-165,17.72,,,,31,165,17.72
150-88,81.22,,,,150,88,81.22
110-192,13.69,,,,110,192,13.69
27-103,1.65,,,,27,103,1.65
179-29,10.67,,,,179,29,10.67
176-35,200.32,,,,176,35,200.32
176-166,871.28,,,,176,166,871.28
66-3118,51.21,,,,66,3118,51.21
100-103,233.22,,,,100,103,233.22
179-3102,33.34,,,,179,3102,33.34
31-193,28.48,,,,31,193,28.48
150-26,31.68,,,,150,26,31.68
37-171,6.91,,,,37,171,6.91
16-24,62.12,,,,16,24,62.12
100-21,149.09,,,,100,21,149.09
142-3024,22.5,,,,142,3024,22.5
26-130,7.5,,,,26,130,7.5
146-28,14.62,,,,146,28,14.62
26-145,31.43,,,,26,145,31.43
177-191,14.93,,,,177,191,14.93
152-181,94.48,,,,152,181,94.48
24-29,269.9,,,,24,29,269.9
88-26,161.92,,,,88,26,161.92
166-125,4.25,,,,166,125,4.25
156-40,15.42,,,,156,40,15.42
114-31,45.22,,,,114,31,45.22
107-35,2.14,,,,107,35,2.14
171-117,143.42,,,,171,117,143.42
108-193,23.63,,,,108,193,23.63
116-146,5.57,,,,116,146,5.57
60-114,31.9,,,,60,114,31.9
66-165,12.65,,,,66,165,12.65
191-69,57.78,,,,191,69,57.78
54-31,36.06,,,,54,31,36.06
156-66,44.53,,,,156,66,44.53
116-66,20.23,,,,116,66,20.23
64-176,176.86,,,,64,176,176.86
185-17,587,,,,185,17,587
135-3117,16.85,,,,135,3117,16.85
142-110,42.84,,,,142,110,42.84
171-142,293.38,,,,171,142,293.38
44-100,5.41,,,,44,100,5.41
20-37,20.06,,,,20,37,20.06
194-117,68.08,,,,194,117,68.08
139-142,50,,,,139,142,50
107-3117,33.82,,,,107,3117,33.82
17-181,15.48,,,,17,181,15.48
64-122,190.24,,,,64,122,190.24
60-34,74.95,,,,60,34,74.95
136-103,6.86,,,,136,103,6.86
115-16,46.22,,,,115,16,46.22
111-75,5,,,,111,75,5
28-3071,43.29,,,,28,3071,43.29
64-3114,13.51,,,,64,3114,13.51
86-35,15.85,,,,86,35,15.85
35-166,2.45,,,,35,166,2.45
106-103,30.28,,,,106,103,30.28
122-37,40.54,,,,122,37,40.54
158-70,1.48,,,,158,70,1.48
166-150,27.12,,,,166,150,27.12
122-3117,103.22,,,,122,3117,103.22
108-146,21.66,,,,108,146,21.66
176-181,2038.69,,,,176,181,2038.69
158-156,11.72,,,,158,156,11.72
176-106,873,,,,176,106,873
129-149,5.12,,,,129,149,5.12
11-142,154.97,,,,11,142,154.97
116-27,2.24,,,,116,27,2.24
115-125,47.24,,,,115,125,47.24
139-40,3.53,,,,139,40,3.53
21-3118,7.74,,,,21,3118,7.74
29-21,30.96,,,,29,21,30.96
130-88,23.76,,,,130,88,23.76
64-108,76.32,,,,64,108,76.32
64-28,163.05,,,,64,28,163.05
85-69,314.23,,,,85,69,314.23
122-158,13.66,,,,122,158,13.66
136-44,2.72,,,,136,44,2.72
108-108,115.4,,,,108,108,115.4
176-104,440.34,,,,176,104,440.34
103-3101,70.61,,,,103,3101,70.61
176-130,227.2,,,,176,130,227.2
24-114,125.06,,,,24,114,125.06
68-193,44.56,,,,68,193,44.56
166-47,0.96,,,,166,47,0.96
64-34,32.35,,,,64,34,32.35
86-20,177.39,,,,86,20,177.39
146-136,78.3,,,,146,136,78.3
106-85,27.41,,,,106,85,27.41
29-3065,5.81,,,,29,3065,5.81
111-179,5.31,,,,111,179,5.31
12724,28.19,,,,12724,,28.19
44-114,1.49,,,,44,114,1.49
44-146,2.74,,,,44,146,2.74
54-135,12.33,,,,54,135,12.33
24-190,46.46,,,,24,190,46.46
158-117,1.34,,,,158,117,1.34
86-86,899.3,,,,86,86,899.3
146-129,30.3,,,,146,129,30.3
108-3114,9.15,,,,108,3114,9.15
106-117,23.73,,,,106,117,23.73
108-136,6.18,,,,108,136,6.18
191-103,120.53,,,,191,103,120.53
116-135,7.94,,,,116,135,7.94
117-64,42.47,,,,117,64,42.47
21-21,166.49,,,,21,21,166.49
116-17,28.34,,,,116,17,28.34
60-3024,39.15,,,,60,3024,39.15
104-60,3.56,,,,104,60,3.56
34-37,23.55,,,,34,37,23.55
54-117,7.8,,,,54,117,7.8
41-81,30.33,,,,41,81,30.33
86-177,76.9,,,,86,177,76.9
142-122,276.59,,,,142,122,276.59
146-177,36.24,,,,146,177,36.24
