,Origin,Destination,Distance,Time
2328,3053,12901,205,4
2329,12144,17057,301,5
2330,15639,8810,313,5
2331,2771,11741,220,4
2332,14586,4005,477,7
2333,4005,6279,166,3
2334,17756,1022,299,5
2335,8691,12144,203,3
2336,10913,6615,54,1
2337,3466,4005,154,3
2338,6279,18067,228,4
2339,12144,12144,0,0
2340,13601,19454,304,5
2341,2771,15639,529,8
2342,11239,6457,108,2
2343,14845,13209,91,2
2344,11714,15801,318,5
2345,11236,13748,178,3
2346,6457,18067,194,3
2347,1887,7307,229,4
2348,13403,6279,227,3
2349,12901,17339,467,7
2350,6492,16063,480,7
2351,14219,7801,337,5
2352,13601,1505,311,5
2353,8817,17339,165,3
2354,13748,13748,0,0
2355,7307,19113,100,2
2356,12144,1887,176,3
2357,6457,1862,122,2
2358,2379,16323,567,9
2359,4730,6615,500,7
2360,7606,6457,104,2
2361,8817,17057,158,2
2362,14219,16063,183,3
2363,11211,3784,263,4
2364,1532,1022,62,1
2365,8810,3466,250,4
2366,6457,7801,137,2
2367,3053,18067,333,5
2368,2346,16323,570,8
2369,1887,13403,272,4
2370,19341,16415,365,6
2371,1532,12901,258,4
2372,15801,4072,575,9
2373,11211,4005,301,5
2374,13209,11239,277,4
2375,19341,17339,81,1
2376,11101,11239,17,0
2377,10913,19454,120,2
2378,13209,19341,263,4
2379,15639,16063,60,1
2380,12901,13748,287,4
2381,1862,13403,272,4
2382,16063,6492,478,7
2383,11101,1887,219,4
2384,6615,3561,275,4
2385,7307,13403,240,4
2386,11211,15639,341,5
2387,19454,8810,53,1
2388,5452,8817,326,6
2389,7307,6074,130,2
2390,1887,17057,400,6
2391,19454,16415,394,6
2392,1505,8810,232,4
2393,17057,8832,162,2
2394,13403,1887,272,4
2395,14219,8691,401,6
2396,8832,3784,290,4
2397,10913,10913,0,0
2398,3784,13209,279,5
2399,8832,8832,0,0
2400,17756,19113,177,3
2401,7801,18067,73,1
2402,2379,19113,320,5
2403,19454,14219,364,6
2404,1862,11101,218,4
2405,6457,14586,350,5
2406,3561,3466,142,2
2407,8007,12901,393,6
2408,13403,19454,254,4
2409,11236,14219,385,6
2410,14845,16415,215,3
2411,8007,19113,16,0
2412,14845,8810,238,4
2413,8832,13403,263,4
2414,8007,15639,285,4
2415,14845,1505,334,5
2416,17922,11239,153,3
2417,19454,6074,221,4
2418,1760,1887,28,1
2419,18067,16415,359,5
2420,10913,19154,104,2
2421,14845,19454,222,3
2422,18067,2379,311,5
2423,15801,15801,0,0
2424,11101,19113,108,2
2425,13403,16415,296,4
2426,11236,15801,293,5
2427,2554,7307,289,7
2428,13209,2554,406,9
2429,14586,15639,311,5
2430,5452,19341,398,7
2431,10523,6095,100,2
2432,19154,8817,52,1
2433,4005,8007,390,6
2434,18067,7801,73,1
2435,14586,2379,408,6
2436,13403,8832,262,4
2437,7606,16063,391,6
2438,1505,7307,192,3
2439,6615,8691,122,2
2440,8810,15801,291,5
2441,19454,19454,0,0
2442,13209,13209,0,0
2443,8810,13748,176,3
2444,1760,17339,383,6
2445,1887,6457,122,2
2446,14845,3561,402,6
2447,13209,17922,216,3
2448,19341,17057,74,1
2449,15801,17057,161,3
2450,11714,4072,314,5
2451,14845,13403,137,3
2452,19113,1887,326,5
2453,4072,16063,684,10
2454,1760,17922,336,5
2455,14845,18067,185,3
2456,10913,17339,206,3
2457,3561,2346,193,3
2458,11211,2346,219,4
2459,3053,1532,55,1
2460,4072,2379,121,2
2461,7606,13748,165,3
2462,11714,7606,40,1
2463,6615,6279,76,1
2464,13601,1532,313,5
2465,1887,1022,96,2
2466,13601,1760,324,5
2467,4005,15801,572,8
2468,8691,8007,39,1
2469,8810,6279,182,3
2470,17922,4005,436,7
2471,4072,1532,112,2
2472,1532,7307,194,3
2473,3466,19341,324,5
2474,11236,11741,51,1
2475,16063,12901,564,9
2476,11211,17057,179,3
2477,2771,19341,307,5
2478,11101,13209,257,4
2479,12901,1887,231,4
2480,13601,6615,311,6
2481,4730,11741,593,9
2482,1887,4730,347,5
2483,11211,8817,37,1
2484,7307,3053,251,4
2485,12901,11239,329,5
2486,2771,11239,191,3
2487,6615,13209,290,4
2488,19113,14586,347,5
2489,1505,3466,68,2
2490,7307,19154,78,1
2491,1022,4005,174,3
2492,19454,3466,304,5
2493,2346,19154,300,5
2494,8832,18067,74,1
2495,11101,1760,194,3
2496,17756,11741,235,4
2497,12901,15801,535,8
2498,1862,11714,236,4
2499,11714,14845,268,4
2500,13209,8810,255,4
2501,7307,16323,347,5
2502,2554,2771,106,4
2503,6457,12144,126,2
2504,1862,1862,0,0
2505,7801,13403,245,4
2506,12901,2379,273,5
2507,2771,10913,180,3
2508,14219,6095,395,6
2509,19154,2346,300,5
2510,12144,15801,375,6
2511,6279,6457,39,1
2512,13209,4005,401,6
2513,1505,6095,75,1
2514,16415,4072,643,9
2515,17339,17756,91,2
2516,4005,3561,177,3
2517,7307,10913,29,1
2518,6457,12901,285,4
2519,15639,13748,329,5
2520,17756,17339,91,2
2521,1505,16323,522,8
2522,17057,6279,316,5
2523,3784,16323,568,9
2524,1760,14586,377,5
2525,8810,11236,51,1
2526,18067,4072,398,6
2527,17756,3053,393,6
2528,12144,17922,258,4
2529,19154,17057,114,2
2530,19341,15801,224,4
2531,15801,1022,421,6
2532,17339,17339,0,0
2533,7801,19154,83,2
2534,15801,10913,297,4
2535,2346,6457,134,2
2536,16063,14586,254,4
2537,17922,6615,199,3
2538,10523,15801,303,4
2539,6457,2346,132,2
2540,16063,11714,429,6
2541,13403,11714,272,4
2542,1760,7606,198,3
2543,1505,1760,27,1
2544,8810,11239,51,1
2545,14219,8832,370,6
2546,13403,14586,134,2
2547,8817,8810,11,0
2548,1862,13748,311,5
2549,14219,11101,375,6
2550,10913,19113,126,2
2551,17339,12144,306,5
2552,11101,17922,140,2
2553,11714,16415,459,7
2554,11101,3466,202,3
2555,11101,14586,337,5
2556,8810,2346,262,4
2557,10913,12901,290,4
2558,6457,8817,140,2
2559,1862,15639,562,9
2560,1862,8691,281,4
2561,15801,3561,608,9
2562,2554,4730,453,9
2563,6457,11211,104,2
2564,4072,17922,437,7
2565,15801,3053,516,8
2566,2554,8691,343,8
2567,15639,2346,560,8
2568,17339,7307,181,4
2569,6615,3466,144,2
2570,13209,14219,150,2
2571,2379,11741,248,4
2572,6457,16415,500,7
2573,8691,2379,278,4
2574,17339,1760,383,6
2575,1862,4005,87,1
2576,8007,14586,350,5
2577,7307,6615,70,1
2578,10523,3466,186,3
2579,7606,10523,25,1
2580,14219,11741,424,7
2581,7801,12901,311,5
2582,1862,3784,114,2
2583,4730,17057,741,11
2584,1022,6279,55,1
2585,12144,14586,227,3
2586,15801,11211,286,4
2587,17922,12901,419,6
2588,12901,1505,262,4
2589,11714,8691,92,2
2590,15639,17057,182,3
2591,11211,13209,254,4
2592,4072,8007,395,6
2593,19113,17339,117,2
2594,3561,8810,387,6
2595,6615,8817,98,2
2596,11239,3561,342,5
2597,6492,8817,125,2
2598,4730,16415,901,13
2599,2554,6279,172,5
2600,11239,3053,248,4
2601,1760,15801,472,7
2602,13403,2379,281,4
2603,15639,16415,153,2
2604,6457,3466,106,2
2605,17339,16323,226,4
2606,19454,6279,237,4
2607,6615,11101,59,1
2608,10913,11239,40,1
2609,13209,8007,269,4
2610,6492,17339,275,4
2611,8691,17756,193,3
2612,14586,1532,364,5
2613,14586,1760,375,5
2614,8817,1532,221,4
2615,6279,12901,288,4
2616,1532,19154,270,4
2617,8810,10523,69,1
2618,3053,2346,82,1
2619,3784,11239,267,4
2620,16063,1887,603,9
2621,4005,3053,85,1
2622,2771,1022,86,2
2623,6279,12144,129,2
2624,13209,2379,333,5
2625,4005,1760,112,2
2626,7307,12901,306,5
2627,17756,6615,239,4
2628,2379,15801,503,7
2629,2554,4072,195,6
2630,3466,11741,237,4
2631,17756,3561,485,8
2632,6457,14845,285,4
2633,6615,6095,61,1
2634,8691,14845,265,4
2635,13403,17756,205,4
2636,18067,8007,78,1
2637,8007,14845,253,4
2638,1760,6279,66,1
2639,11714,17339,219,4
2640,8007,18067,78,1
2641,4730,8691,622,9
2642,4072,11239,304,5
2643,13209,2346,334,5
2644,1862,5452,203,3
2645,14845,12901,347,5
2646,1022,17057,329,5
2647,6492,1022,61,1
2648,16415,6095,491,7
2649,1532,6279,55,1
2650,6492,6095,33,1
2651,2379,14219,475,7
2652,11101,6615,59,1
2653,19113,4005,403,6
2654,16063,12144,472,7
2655,11236,19113,111,2
2656,19154,8810,36,1
2657,8007,1532,278,4
2658,15639,17756,203,3
2659,1862,1887,9,0
2660,1532,12144,141,2
2661,8691,11211,62,1
2662,3561,13209,356,6
2663,13601,3053,370,6
2664,6457,17057,283,5
2665,4730,11239,565,8
2666,1505,11741,217,4
2667,11741,1022,183,3
2668,8817,11741,87,2
2669,13209,14586,83,1
2670,15801,1760,470,7
2671,10523,12144,134,2
2672,3784,4072,154,2
2673,17756,15801,126,2
2674,10913,16323,363,5
2675,1887,6279,88,1
2676,8817,18067,71,1
2677,15801,19341,224,4
2678,17922,17922,0,0
2679,6279,8832,167,3
2680,8817,19341,88,1
2681,14219,8007,394,6
2682,6457,3784,163,2
2683,14586,3466,304,5
2684,10523,6279,119,2
2685,3053,1887,29,1
2686,11714,3561,348,5
2687,6492,12901,294,4
2688,1022,14219,374,5
2689,1532,16063,571,8
2690,11236,16323,359,6
2691,8810,13209,258,4
2692,19154,11101,86,2
2693,12901,16415,478,7
2694,3053,8817,279,4
2695,17339,8817,165,3
2696,16063,4005,680,10
2697,6457,19454,202,3
2698,19154,8832,57,1
2699,10913,3053,236,4
2700,4072,11236,306,5
2701,2771,17057,367,6
2702,6074,1022,32,1
2703,11211,18067,90,2
2704,11211,8810,51,1
2705,2379,13748,320,5
2706,17057,17057,0,0
2707,13601,19113,331,5
2708,19154,16415,418,6
2709,16415,16063,97,1
2710,13403,6492,233,4
2711,8817,5452,327,6
2712,6074,16323,460,7
2713,11714,19454,130,2
2714,17339,1022,336,5
2715,15801,17339,162,3
2716,6615,3784,200,3
2717,14845,16063,301,4
2718,16063,6615,450,7
2719,4005,13209,401,6
2720,3784,1505,142,2
2721,7606,11741,58,1
2722,4730,7801,595,9
2723,10913,5452,283,5
2724,6279,6095,27,1
2725,17339,6074,308,5
2726,6279,4005,166,3
2727,7307,12144,145,2
2728,8691,10523,85,1
2729,8817,1505,219,4
2730,7307,17339,180,4
2731,14219,1862,466,7
2732,3561,16063,680,10
2733,6457,8832,132,2
2734,14219,2379,476,7
2735,5452,14219,386,7
2736,2554,10523,264,7
2737,8817,6492,123,2
2738,8691,6492,150,3
2739,6074,1532,66,1
2740,3466,8810,253,4
2741,16415,6074,493,7
2742,8810,7801,57,1
2743,14845,11236,245,4
2744,4072,6279,167,3
2745,4072,13748,391,6
2746,13209,11211,254,4
2747,11211,11101,3,0
2748,17339,19454,111,2
2749,3053,8810,290,5
2750,8810,19113,66,1
2751,13403,14219,201,3
2752,13403,10523,228,3
2753,5452,17057,455,7
2754,3561,1532,166,2
2755,7801,3466,238,4
2756,6457,1887,123,2
2757,11714,11101,29,1
2758,14219,13601,217,3
2759,6615,4072,242,4
2760,4730,6492,472,7
2761,8810,16415,432,7
2762,6074,16063,506,7
2763,19154,18067,71,1
2764,14219,3466,372,6
2765,19154,14845,245,4
2766,13601,13209,73,1
2767,4005,14219,544,8
2768,13403,18067,217,4
2769,1887,11236,227,4
2770,6074,14219,397,6
2771,4730,4005,264,4
2772,8832,1532,215,3
2773,5452,1532,226,3
2774,1862,19154,303,5
2775,11714,1887,233,4
2776,2379,1532,53,1
2777,14845,17057,190,3
2778,2379,1760,37,1
2779,8007,12144,233,4
2780,18067,15801,217,3
2781,7307,13748,167,3
2782,1760,6457,101,2
2783,2554,4005,191,6
2784,4072,17339,488,7
2785,12144,7606,134,2
2786,4005,8810,347,5
2787,4730,7307,569,8
2788,16063,1532,568,8
2789,11239,16323,375,6
2790,19341,7307,115,2
2791,16415,13209,246,4
2792,6074,17057,302,5
2793,4730,1760,373,6
2794,19113,11239,111,2
2795,6279,14845,316,5
2796,7801,11211,39,1
2797,12901,7606,295,4
2798,12144,4072,257,4
2799,17922,2346,354,6
2800,17339,17057,19,0
2801,13748,6457,224,4
2802,1505,13748,275,4
2803,10523,7307,32,1
2804,8691,6095,183,3
2805,3561,6095,216,3
2806,10913,6074,114,2
2807,8007,4072,395,6
2808,1760,1022,73,1
2809,3466,3466,0,0
2810,6095,16323,458,7
2811,10913,13403,223,3
2812,10913,14219,367,6
2813,6615,14586,371,6
2814,3784,17339,447,7
2815,12144,11714,179,3
2816,2771,8832,216,4
2817,16415,6279,518,7
2818,1532,6095,76,1
2819,7307,19454,94,2
2820,11239,1760,202,3
2821,18067,3466,300,5
2822,4730,18067,651,10
2823,14219,1505,429,6
2824,4730,16323,899,13
2825,1760,6074,78,1
2826,11239,7307,16,1
2827,3053,1022,117,2
2828,18067,11714,129,2
2829,18067,1862,316,5
2830,11236,13403,264,4
2831,1887,10523,199,3
2832,10913,17057,200,3
2833,1887,18067,311,5
2834,4072,16323,638,10
2835,17339,15801,162,3
2836,15639,1760,540,8
2837,1532,4005,111,2
2838,6457,11101,101,2
2839,8817,11239,40,1
2840,12144,3561,210,4
2841,15801,11741,338,5
2842,7801,17057,155,3
2843,14219,13748,203,3
2844,3784,2771,168,3
2845,5452,6615,285,4
2846,6492,19154,171,3
2847,6279,8810,185,3
2848,6492,3466,115,2
2849,8691,14219,406,6
2850,8691,13403,297,4
2851,13209,6095,252,4
2852,6457,13403,224,3
2853,19341,19154,46,1
2854,16063,1505,565,8
2855,2554,6615,221,6
2856,4072,3466,155,3
2857,18067,19454,48,1
2858,3784,8810,310,5
2859,17756,6457,256,4
2860,4072,11714,314,5
2861,1887,17922,358,6
2862,3561,5452,94,2
2863,5452,4005,239,4
2864,11741,16415,480,7
2865,11741,4005,332,5
2866,4005,13748,390,6
2867,14219,2554,549,11
2868,1887,4005,85,1
2869,6492,6492,0,0
2870,8007,8007,0,0
2871,12144,15639,463,7
2872,1505,6074,64,1
2873,3053,7606,244,4
2874,13403,13403,0,0
2875,11236,6615,68,1
2876,11714,13748,202,3
2877,7801,13748,136,2
2878,6457,5452,248,4
2879,19113,7606,108,2
2880,6615,15801,342,5
2881,17922,8832,121,2
2882,19454,7307,94,2
2883,8007,2346,308,5
2884,10523,16323,368,6
2885,1532,17339,372,6
2886,4072,7606,304,5
2887,19454,5452,366,6
2888,7801,19341,114,2
2889,10523,13748,170,3
2890,7307,15801,281,4
2891,4072,11211,301,5
2892,17756,1887,372,6
2893,19113,4072,407,6
2894,2771,8817,224,4
2895,16415,3561,592,9
2896,11714,12901,335,5
2897,11714,1532,198,3
2898,6492,3561,247,4
2899,6615,6457,42,1
2900,18067,19154,72,1
2901,10913,16415,439,6
2902,15801,5452,528,8
2903,2771,6279,78,1
2904,13403,3466,178,3
2905,7307,6457,111,2
2906,2771,11101,185,3
2907,1505,6457,86,1
2908,13403,19154,278,5
2909,11714,12144,175,3
2910,8810,6095,170,3
2911,8817,6074,157,3
2912,14586,19154,344,5
2913,1887,1760,30,1
2914,13601,16063,398,6
2915,17339,3784,447,7
2916,6615,1022,89,1
2917,11714,17057,211,4
2918,6279,19154,220,4
2919,18067,6492,184,3
2920,13209,8832,251,4
2921,6492,18067,179,3
2922,11741,16063,450,7
2923,13209,19154,263,4
2924,1532,18067,278,5
2925,17756,17922,73,2
2926,1862,1760,30,1
2927,16415,7307,423,6
2928,11236,8832,33,1
2929,2771,1505,54,1
2930,11239,11239,0,0
2931,13209,1887,324,5
2932,13601,16415,312,5
2933,18067,17339,101,2
2934,4730,11236,567,8
2935,14845,13748,67,1
2936,4005,4005,0,0
2937,1887,13209,322,5
2938,11211,6074,124,2
2939,2554,14586,482,10
2940,1862,19341,341,5
2941,3784,3466,65,1
2942,16063,19113,334,5
2943,11211,12901,318,5
2944,3784,15639,603,9
2945,8810,8832,19,0
2946,11101,1022,148,3
2947,19454,11741,151,3
2948,6279,2379,98,2
2949,4005,7307,307,5
2950,11236,17922,152,3
2951,8832,19113,80,1
2952,8007,6074,214,3
2953,3784,8007,353,5
2954,8810,16323,356,6
2955,11236,15639,357,5
2956,1887,2554,117,5
2957,6615,19454,160,3
2958,6457,6074,24,0
2959,16415,16415,0,0
2960,14219,4005,544,8
2961,19454,15639,273,4
2962,19154,16063,337,5
2963,17756,4072,453,7
2964,6095,18067,213,4
2965,8007,1022,242,4
2966,14219,1022,375,5
2967,17756,10523,200,3
2968,13209,6457,276,4
2969,19113,3053,347,5
2970,19454,13748,156,3
2971,11101,6457,101,2
2972,11211,3561,339,5
2973,1862,17339,406,6
2974,15639,12144,464,7
2975,6279,3561,221,3
2976,17922,6279,275,4
2977,2346,16415,572,8
2978,8810,6615,107,2
2979,8832,13748,169,3
2980,6074,7307,130,2
2981,13748,15801,252,4
2982,17756,17057,92,2
2983,18067,8810,82,2
2984,2554,3561,253,6
2985,15801,4730,833,12
2986,1532,14586,365,5
2987,1887,7801,254,4
2988,16415,2346,572,8
2989,11236,10523,39,1
2990,10523,6457,85,1
2991,19154,6074,206,3
2992,12144,7307,145,2
2993,14586,18067,282,4
2994,3784,2346,165,3
2995,3784,16063,603,9
2996,15639,3053,586,9
2997,13403,19113,280,5
2998,17922,18067,53,1
2999,7606,13209,247,4
3000,13601,17756,255,4
3001,10913,4072,295,5
3002,2771,3466,119,2
3003,11236,6095,129,2
3004,8810,12144,186,3
3005,19113,19341,30,1
3006,1022,13209,231,3
3007,12901,8832,329,5
3008,6492,19341,208,3
3009,15801,6492,369,6
3010,7801,16415,392,6
3011,2771,3784,168,3
